,strategy,reasoning,prompt_id,status,selection_status,latency,contenders,worker,cost,actual_verdict,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
13,agentic-cost,"Cluster 10 has the correct number of GPUs, while cluster 68 does not. Both are BUSY.",67,SUCCESS,SelectionStatus.SELECTED,1.85671457904391,2,10,1.3,BUSY,10,hpc,1255776.0,12200.0,9888.0,1524.0,193615.0,127.0,8.0,12192.0,8364.0,0.65,0.015,0.16
14,agentic-cost,"Cluster 5 has required GPUs, ethernet and DeepChem can likely be installed. Cluster 98 is fully utilized and DeepChem is not pre-installed.",57,SUCCESS,SelectionStatus.SELECTED,1.9273881278932095,2,5,0.65,BUSY,5,hpc,654624.0,5232.0,6819.0,871.0,83621.0,96.0,6.0,5226.0,5948.0,0.65,0.015,0.16
15,agentic-cost,Matches the software requirement and claims the most available cores despite being busy.,62,SUCCESS,SelectionStatus.SELECTED,2.0064410851337016,9,33,29767.399999999998,BUSY,33,hpc,1232896.0,14945.0,9632.0,1921.0,245888.0,128.0,7.0,13447.0,7498.0,0.65,0.015,0.16
16,agentic-cost,"Only cluster offering low latency MPI, even though it is BUSY.",38,SUCCESS,SelectionStatus.SELECTED,1.2928522499278188,2,79,,BUSY,79,hpc,748604.0,2556.0,7268.0,426.0,43896.0,103.0,6.0,2556.0,6843.0,0.65,0.015,0.16
17,agentic-cost,Lowest queue depth of the clusters that meet requirements.,92,SUCCESS,SelectionStatus.SELECTED,1.791100363014266,3,55,,BUSY,55,hpc,873869.0,489.0,8167.0,163.0,17441.0,107.0,3.0,489.0,8005.0,0.65,0.015,0.16
18,agentic-cost,Lowest queue depth with required software and hardware.,26,SUCCESS,SelectionStatus.SELECTED,2.527068166062236,32,64,0.65,BUSY,64,hpc,304658.0,3724.0,4117.0,531.0,39359.0,74.0,7.0,3717.0,3587.0,0.65,0.015,0.16
19,agentic-cost,"All selection strategies failed. AgenticSelector: Both clusters are BUSY and lack the requested software package, so the request cannot be fulfilled.",47,REJECTED,SelectionStatus.REJECTED,1.1011240109801292,2,,,,,,,,,,,,,,,,,
20,agentic-cost,All selection strategies failed. AgenticSelector: No clusters available to evaluate.,46,REJECTED,SelectionStatus.REJECTED,1.0173104419372976,1,,,,,,,,,,,,,,,,,
21,agentic-cost,"All selection strategies failed. AgenticSelector: No clusters are READY. Cluster 2 is the closest, but has a queue depth of 3849. Cluster 10 requires cython installation and has a queue depth of 8364. Cluster 59 has an insufficient number of available nodes.",18,REJECTED,SelectionStatus.REJECTED,2.1499274300877005,3,,,,,,,,,,,,,,,,,
22,agentic-cost,"The best match because it has Pennant 1.1.2 with CUDA and MPI support. It has the lowest queue depth, and also has H100 GPUs.",68,SUCCESS,SelectionStatus.SELECTED,1.9704582090489566,14,76,5.8500000000000005,BUSY,76,hpc,1104480.0,8394.0,9204.0,1396.0,167520.0,120.0,6.0,8376.0,7806.0,0.65,0.015,0.16
23,agentic-cost,All clusters are busy. Cluster 79 has the shorter queue and meets all other hardware and software needs.,45,SUCCESS,SelectionStatus.SELECTED,1.2399506310466677,4,79,,BUSY,79,hpc,748604.0,2556.0,7268.0,426.0,43896.0,103.0,6.0,2556.0,6844.0,0.65,0.015,0.16
24,agentic-cost,Smaller queue depth than the alternative. The user must install Uvicorn manually and will need to use TCP instead of ethernet.,34,SUCCESS,SelectionStatus.SELECTED,1.854689965955913,2,1,0.65,BUSY,1,hpc,638911.0,4734.0,7021.0,788.0,71708.0,91.0,6.0,4728.0,6233.0,0.65,0.015,0.16
25,agentic-cost,"Shortest queue, specified hardware, lowest cost among busy clusters.",52,SUCCESS,SelectionStatus.SELECTED,1.9147990189958364,15,41,0.65,BUSY,41,hpc,1271296.0,6040.0,9932.0,754.0,96512.0,128.0,8.0,6032.0,9178.0,0.65,0.015,0.16
26,agentic-cost,"Cluster 100 has the required GPUs, pymatgen available, and supports low latency MPI, and has the shortest queue.",4,SUCCESS,SelectionStatus.SELECTED,1.6477720011025667,4,100,0.65,BUSY,100,hpc,499467.0,570.0,5741.0,113.0,9831.0,87.0,5.0,565.0,5628.0,0.65,0.015,0.16
27,agentic-cost,All selection strategies failed. AgenticSelector: Does not have 8 GPUs per node as requested and is BUSY.,49,REJECTED,SelectionStatus.REJECTED,1.124880988849327,1,,,,,,,,,,,,,,,,,
28,agentic-cost,Meets software requirements and has the least busy queue.,89,SUCCESS,SelectionStatus.SELECTED,1.6834730710834265,9,25,765196.25,BUSY,25,hpc,1071720.0,20728.0,8931.0,1506.0,180775.0,120.0,8.0,12048.0,6341.0,0.65,0.015,0.16
29,agentic-cost,All selection strategies failed. AgenticSelector: All clusters are busy and lack the requested pydantic version. Cluster 5 has the lowest queue depth among the options. Cannot satisfy the request.,72,REJECTED,SelectionStatus.REJECTED,1.6704044269863516,4,,,,,,,,,,,,,,,,,
30,agentic-cost,"Cluster 7 is a better match because it meets the minimum GPU requirements and uses MPICH. Although hiphive isn't installed, this is true for both clusters.",63,SUCCESS,SelectionStatus.SELECTED,1.5194189760368317,2,7,20594.600000000002,BUSY,7,hpc,1112274.0,1092.0,9117.0,3.0,366.0,122.0,6.0,18.0,8937.0,0.65,0.015,0.16
31,agentic-cost,"All selection strategies failed. AgenticSelector: No READY clusters found. Cluster 14 has available resources, but is reported as BUSY.",37,REJECTED,SelectionStatus.REJECTED,1.718385789077729,12,,,,,,,,,,,,,,,,,
32,agentic-cost,All selection strategies failed. AgenticSelector: No cluster proposals received for evaluation.,93,REJECTED,SelectionStatus.REJECTED,1.2167115141637623,1,,,,,,,,,,,,,,,,,
33,agentic-cost,Only cluster with READY status and correct nccl-tests version.,32,SUCCESS,SelectionStatus.SELECTED,1.4040676050353795,18,1,0.65,BUSY,1,hpc,638911.0,4734.0,7021.0,787.0,71617.0,91.0,6.0,4722.0,6234.0,0.65,0.015,0.16
34,agentic-cost,"Least busy cluster that meets all hardware, software, and MPI requirements.",30,SUCCESS,SelectionStatus.SELECTED,2.026261564111337,8,64,0.65,BUSY,64,hpc,304658.0,3724.0,4117.0,530.0,39285.0,74.0,7.0,3710.0,3588.0,0.65,0.015,0.16
35,agentic-cost,"Cluster 67 is marked as READY and meets the requirements for GPUs, Ethernet, and NFS. It's also less busy than other candidates. It is more likely to provide a quicker turnaround than other candidate clusters.",20,SUCCESS,SelectionStatus.SELECTED,1.9645737789105624,15,67,9994.400000000001,BUSY,67,cloud,11392.0,340.0,178.0,46.0,2982.0,64.0,2.0,92.0,9.0,1.5,0.08,1.49
36,agentic-cost,Least busy cluster that meets the software and hardware requirements.,90,SUCCESS,SelectionStatus.SELECTED,1.9109753519296646,11,76,0.65,BUSY,76,hpc,1104480.0,8394.0,9204.0,1395.0,167400.0,120.0,6.0,8370.0,7807.0,0.65,0.015,0.16
37,agentic-cost,"Only READY cluster with sufficient GPUs, cores, and low-latency MPI support.",27,SUCCESS,SelectionStatus.SELECTED,1.1758428460452706,7,80,,BUSY,80,hpc,1280000.0,1400.0,10000.0,200.0,25600.0,128.0,7.0,1400.0,9801.0,0.65,0.015,0.16
38,agentic-cost,All clusters are BUSY. Cluster 66 has a comparatively smaller queue depth and supports low latency MPI via UCX.,75,SUCCESS,SelectionStatus.SELECTED,1.3109712931327522,5,66,0.65,BUSY,66,hpc,919255.0,6420.0,8135.0,1069.0,120797.0,113.0,6.0,6414.0,7066.0,0.65,0.015,0.16
39,agentic-cost,"Only candidate cluster. It has the correct GPUs and low latency MPI support, but h5py is not pre-installed and it is BUSY.",43,SUCCESS,SelectionStatus.SELECTED,1.2537088110111654,2,79,,BUSY,79,hpc,748604.0,2556.0,7268.0,426.0,43896.0,103.0,6.0,2556.0,6845.0,0.65,0.015,0.16
40,agentic-cost,"Shortest queue depth, correct GPUs, PETSc, and low latency MPI support.",51,SUCCESS,SelectionStatus.SELECTED,1.7933013630099595,33,54,,BUSY,54,hpc,1121456.0,1504.0,9424.0,188.0,22372.0,119.0,8.0,1504.0,9237.0,0.65,0.015,0.16
41,agentic-cost,The cluster best matches all requirements with the smallest queue among the BUSY clusters.,31,SUCCESS,SelectionStatus.SELECTED,2.3732818050775677,31,20,0.65,BUSY,20,hpc,432683.0,1235.0,5477.0,246.0,19434.0,79.0,5.0,1230.0,5231.0,0.65,0.015,0.16
42,agentic-cost,Best of the available options. Low latency MPI support and a small queue (though inflated).,22,SUCCESS,SelectionStatus.SELECTED,1.7698256461881101,8,74,0.65,BUSY,74,hpc,1102800.0,7376.0,9190.0,921.0,110520.0,120.0,8.0,7368.0,8271.0,0.65,0.015,0.16
43,agentic-cost,"Cluster 46 is selected because it is the only cluster that has the required gpcnet version available. While busy, it still provides the best match.",17,SUCCESS,SelectionStatus.SELECTED,2.3453381080180407,7,46,0.65,BUSY,46,hpc,1002456.0,2954.0,8568.0,421.0,49257.0,117.0,7.0,2947.0,8147.0,0.65,0.015,0.16
44,agentic-cost,"Only cluster that meets requirements, despite being busy.",19,SUCCESS,SelectionStatus.SELECTED,1.1101500671356916,1,78,0.65,BUSY,78,hpc,543634.0,2324.0,5974.0,580.0,52826.0,91.0,4.0,2320.0,5394.0,0.65,0.015,0.16
45,agentic-cost,Least busy cluster that meets hardware and low latency MPI requirements.,76,SUCCESS,SelectionStatus.SELECTED,2.5656791718211025,8,44,624.6500000000001,BUSY,44,hpc,629424.0,2244.0,6696.0,717.0,67441.0,94.0,3.0,2151.0,5949.0,0.65,0.015,0.16
46,agentic-cost,Only option presented. Matches GPU count and has low latency networking. User install of petsc4py is a drawback.,6,SUCCESS,SelectionStatus.SELECTED,1.6531200150493532,1,79,0.65,BUSY,79,hpc,748604.0,2556.0,7268.0,425.0,43793.0,103.0,6.0,2550.0,6846.0,0.65,0.015,0.16
47,agentic-cost,All selection strategies failed. AgenticSelector: Does not have correct CMake version and is BUSY.,91,REJECTED,SelectionStatus.REJECTED,2.267522976966575,2,,,,,,,,,,,,,,,,,
48,agentic-cost,All selection strategies failed. AgenticSelector: No proposals received to evaluate.,41,REJECTED,SelectionStatus.REJECTED,0.9632139760069549,1,,,,,,,,,,,,,,,,,
49,agentic-cost,Cluster 12 is READY and fulfills the basic requirements. The user is responsible for managing the environment within the Singularity container.,61,SUCCESS,SelectionStatus.SELECTED,1.3656822631601244,18,12,0.12,READY,12,standalone,27.0,0.0,1.0,0.0,-13.0,27.0,0.0,0.0,1.0,0.12,0.01,0.44
50,agentic-cost,"Slightly less busy, meets container and hardware requirements.",33,SUCCESS,SelectionStatus.SELECTED,1.9901292931754142,17,100,0.65,BUSY,100,hpc,499467.0,570.0,5741.0,112.0,9744.0,87.0,5.0,560.0,5629.0,0.65,0.015,0.16
51,agentic-cost,Only available cluster that meets most requirements.,10,SUCCESS,SelectionStatus.SELECTED,1.6959431641735137,2,96,5776134.65,BUSY,96,hpc,687456.0,8208.0,6944.0,-1613.0,-159687.0,99.0,6.0,-9678.0,5577.0,0.65,0.015,0.16
52,agentic-cost,Lowest load and no queue depth among the READY clusters.,53,SUCCESS,SelectionStatus.SELECTED,2.1399596510455012,38,15,0.65,BUSY,15,hpc,1127524.0,9968.0,9242.0,1423.0,173606.0,122.0,7.0,9961.0,7819.0,0.65,0.015,0.16
53,agentic-cost,Best match of all hardware and software requirements although very busy.,56,SUCCESS,SelectionStatus.SELECTED,2.3871812641154975,3,42,5.2,BUSY,42,hpc,768200.0,1071.0,7682.0,150.0,15000.0,100.0,7.0,1050.0,7531.0,0.65,0.015,0.16
54,agentic-cost,All clusters are busy. Cluster 16 has the shortest queue depth while meeting the hardware requirements.,50,SUCCESS,SelectionStatus.SELECTED,1.7199497891124338,6,16,78.65,BUSY,16,hpc,1002588.0,10270.0,8643.0,2043.0,237075.0,116.0,5.0,10215.0,6590.0,0.65,0.015,0.16
55,agentic-cost,Slightly better software environment; has a compatible numba version.,82,SUCCESS,SelectionStatus.SELECTED,1.3306148659903556,2,98,0.65,BUSY,98,hpc,602164.0,4158.0,6406.0,692.0,65048.0,94.0,6.0,4152.0,5714.0,0.65,0.015,0.16
56,agentic-cost,"Appears to be the least busy cluster that meets requirements, even though its actual status is BUSY. Lowest queue depth metric.",40,SUCCESS,SelectionStatus.SELECTED,2.729091414017603,34,83,,BUSY,83,hpc,451752.0,785.0,5378.0,157.0,13188.0,84.0,5.0,785.0,5222.0,0.65,0.015,0.16
57,agentic-cost,"NAMD 2.14 available via modules and queue is empty. CPU resources are available. GPU request of 3 per node cannot be satisfied, but NAMD could run on CPU.",39,SUCCESS,SelectionStatus.SELECTED,2.567223466001451,34,82,,BUSY,82,hpc,497728.0,113.0,5656.0,113.0,9944.0,88.0,1.0,113.0,5544.0,0.65,0.015,0.16
58,agentic-cost,All selection strategies failed. AgenticSelector: No proposals received.,35,REJECTED,SelectionStatus.REJECTED,1.0655094319954515,1,,,,,,,,,,,,,,,,,
59,agentic-cost,"Cluster 54 is the closest match because it has the requested gcc version, local scratch, and 8 GPUs per node. While busy, it is the only cluster that can satisfy the GPU requirements.",77,SUCCESS,SelectionStatus.SELECTED,2.2475739491637796,12,54,1.3,BUSY,54,hpc,1121456.0,1504.0,9424.0,187.0,22253.0,119.0,8.0,1496.0,9238.0,0.65,0.015,0.16
60,agentic-cost,"Least busy cluster with required hardware, user must install trl.",15,SUCCESS,SelectionStatus.SELECTED,1.6425068688113242,5,48,0.65,BUSY,48,hpc,684881.0,1647.0,6781.0,548.0,55348.0,101.0,3.0,1644.0,6233.0,0.65,0.015,0.16
61,agentic-cost,Meets all requirements with the smallest queue depth.,99,SUCCESS,SelectionStatus.SELECTED,2.061368958093226,3,20,0.65,BUSY,20,hpc,432683.0,1235.0,5477.0,245.0,19355.0,79.0,5.0,1225.0,5232.0,0.65,0.015,0.16
62,agentic-cost,"Both clusters are busy, but cluster 5 has more available resources and fewer immediate constraints.",69,SUCCESS,SelectionStatus.SELECTED,1.9015390949789435,2,5,0.65,BUSY,5,hpc,654624.0,5232.0,6819.0,870.0,83525.0,96.0,6.0,5220.0,5949.0,0.65,0.015,0.16
63,agentic-cost,All selection strategies failed. AgenticSelector: No clusters available to evaluate.,44,REJECTED,SelectionStatus.REJECTED,0.9967468068934977,1,,,,,,,,,,,,,,,,,
64,agentic-cost,Lowest queue depth among clusters meeting the software and hardware requirements.,9,SUCCESS,SelectionStatus.SELECTED,2.570988551946357,9,64,,BUSY,64,hpc,304658.0,3724.0,4117.0,530.0,39285.0,74.0,7.0,3710.0,3589.0,0.65,0.015,0.16
65,agentic-cost,Lowest queue depth (3589) while meeting all hardware and software requirements.,60,SUCCESS,SelectionStatus.SELECTED,5.4998558352235705,23,64,,BUSY,64,hpc,304658.0,3724.0,4117.0,530.0,39285.0,74.0,7.0,3710.0,3590.0,0.65,0.015,0.16
66,agentic-cost,"Has stream installed, has enough nodes, supports GPUs, and has a relatively low queue depth.",55,SUCCESS,SelectionStatus.SELECTED,5.2670497838407755,15,86,16226.6,BUSY,86,hpc,687888.0,9016.0,6744.0,2096.0,213812.0,102.0,4.0,8384.0,4491.0,0.65,0.015,0.16
67,agentic-cost,Cluster has the exact requested torchvision version and sufficient GPU nodes available.,64,SUCCESS,SelectionStatus.SELECTED,1.4594204800669104,6,98,156702.65000000002,BUSY,98,hpc,602164.0,4158.0,6406.0,201.0,18894.0,94.0,6.0,1206.0,5715.0,0.65,0.015,0.16
68,agentic-cost,"Best GPU match (8 per node) and lowest queue depth among BUSY clusters, though software version is not exact.",94,SUCCESS,SelectionStatus.SELECTED,1.6299623469822109,4,25,1.3,BUSY,25,hpc,1071720.0,20728.0,8931.0,1505.0,180655.0,120.0,8.0,12040.0,6342.0,0.65,0.015,0.16
69,agentic-cost,"Flask 3.6.2 available, resources sufficient. Less effort for the user.",83,SUCCESS,SelectionStatus.SELECTED,1.537719951942563,7,2,2.6,BUSY,2,hpc,251328.0,390.0,3927.0,76.0,4898.0,64.0,5.0,380.0,3850.0,0.65,0.015,0.16
70,agentic-cost,Valgrind is available. Sufficient GPUs per node. Lower queue depth than the other options.,65,SUCCESS,SelectionStatus.SELECTED,4.4891929239965975,33,28,,BUSY,28,hpc,808562.0,11557.0,7418.0,1651.0,180026.0,109.0,7.0,11557.0,5768.0,0.65,0.015,0.16
71,agentic-cost,All selection strategies failed. AgenticSelector: The only cluster available is BUSY.,87,REJECTED,SelectionStatus.REJECTED,1.0618953979574144,1,,,,,,,,,,,,,,,,,
72,agentic-cost,"Best Rajaperf version and low-latency MPI support, with a relatively smaller queue.",2,SUCCESS,SelectionStatus.SELECTED,3.184893552912399,12,9,0.65,BUSY,9,hpc,489201.0,1254.0,5623.0,417.0,36352.0,87.0,3.0,1251.0,5206.0,0.65,0.015,0.16
73,agentic-cost,"All selection strategies failed. AgenticSelector: The requested smilei version (5.0.7) is not available on cluster 94, it is also very BUSY.",0,REJECTED,SelectionStatus.REJECTED,1.6598338570911437,1,,,,,,,,,,,,,,,,,
74,agentic-cost,"Offers H100 GPUs and OpenMPI with UCX, but is busy and flax availability is unverified.",66,SUCCESS,SelectionStatus.SELECTED,1.2563860539812595,3,66,31.849999999999998,BUSY,66,hpc,919255.0,6420.0,8135.0,1062.0,120006.0,113.0,6.0,6372.0,7067.0,0.65,0.015,0.16
75,agentic-cost,"All clusters are busy, selecting the least busy. Also meets hardware and MPI requirements.",1,SUCCESS,SelectionStatus.SELECTED,1.2717164768837392,4,2,,READY,2,hpc,251328.0,390.0,3927.0,76.0,4898.0,64.0,5.0,380.0,3851.0,0.65,0.015,0.16
76,agentic-cost,"All selection strategies failed. AgenticSelector: All clusters are busy, selecting the least busy cluster (2) based on queue depth, but marking as REJECTED. The original request specifies CPU which is a likely mistake and should be re-evaluated.",5,REJECTED,SelectionStatus.REJECTED,2.188794449903071,4,,,,,,,,,,,,,,,,,
77,agentic-cost,Only cluster that meets the hardware requirements. No READY clusters found.,16,SUCCESS,SelectionStatus.SELECTED,1.144328624010086,2,66,,BUSY,66,hpc,919255.0,6420.0,8135.0,1062.0,120006.0,113.0,6.0,6372.0,7068.0,0.65,0.015,0.16
78,agentic-cost,Lowest queue depth of the busy clusters.,98,SUCCESS,SelectionStatus.SELECTED,1.1192243790719658,3,2,0.65,BUSY,2,hpc,251328.0,390.0,3927.0,75.0,4834.0,64.0,5.0,375.0,3852.0,0.65,0.015,0.16
79,agentic-cost,"All clusters are busy, but cluster 5 has preferable GPUs (NVIDIA H100).",42,SUCCESS,SelectionStatus.SELECTED,1.5630733829457313,5,5,0.65,BUSY,5,hpc,654624.0,5232.0,6819.0,869.0,83429.0,96.0,6.0,5214.0,5950.0,0.65,0.015,0.16
80,agentic-cost,"Claimed READY status, least busy of the two. Provides mixbench and low latency MPI.",14,SUCCESS,SelectionStatus.SELECTED,2.618763469858095,17,76,,BUSY,76,hpc,1104480.0,8394.0,9204.0,1395.0,167400.0,120.0,6.0,8370.0,7808.0,0.65,0.015,0.16
81,agentic-cost,Cluster 27 has networkx (1.1.6) which satisfies the version requirement.,21,SUCCESS,SelectionStatus.SELECTED,1.2965613279957324,3,27,473.85,BUSY,27,hpc,818448.0,960.0,8024.0,133.0,13614.0,102.0,6.0,798.0,7865.0,0.65,0.015,0.16
82,agentic-cost,Slightly less busy and has GPUs and CPUs needed.,24,SUCCESS,SelectionStatus.SELECTED,1.7983150519430637,2,98,0.65,BUSY,98,hpc,602164.0,4158.0,6406.0,200.0,18800.0,94.0,6.0,1200.0,5716.0,0.65,0.015,0.16
83,agentic-cost,Shortest queue depth (3590) among BUSY clusters while meeting IOR version and GPU requirements.,73,SUCCESS,SelectionStatus.SELECTED,3.3413050200324506,22,64,0.65,BUSY,64,hpc,304658.0,3724.0,4117.0,529.0,39211.0,74.0,7.0,3703.0,3591.0,0.65,0.015,0.16
84,agentic-cost,Least busy cluster with GPUs and MPI. User must install Keras-CV.,36,SUCCESS,SelectionStatus.SELECTED,1.4587185480631888,12,16,,BUSY,16,hpc,1002588.0,10270.0,8643.0,2043.0,237075.0,116.0,5.0,10215.0,6591.0,0.65,0.015,0.16
85,agentic-cost,"Scanpy 3.7.4 is available and hardware requirements are met. Although busy, it's the best match.",84,SUCCESS,SelectionStatus.SELECTED,1.708537373924628,3,54,0.65,BUSY,54,hpc,1121456.0,1504.0,9424.0,186.0,22134.0,119.0,8.0,1488.0,9239.0,0.65,0.015,0.16
86,agentic-cost,"Only option with the necessary hardware, despite being BUSY and requiring manual software installation. Cost is a priority.",23,SUCCESS,SelectionStatus.SELECTED,1.8236387621145695,1,5,0.65,BUSY,5,hpc,654624.0,5232.0,6819.0,868.0,83333.0,96.0,6.0,5208.0,5951.0,0.65,0.015,0.16
87,agentic-cost,"Cluster 1 is READY and provides mvapich2, though a later version, with an empty queue. This is the best available option.",97,SUCCESS,SelectionStatus.SELECTED,1.5469935010187328,35,1,0.65,BUSY,1,hpc,638911.0,4734.0,7021.0,786.0,71526.0,91.0,6.0,4716.0,6235.0,0.65,0.015,0.16
